id,parent_id,slug,name_en,name_ar
1122,191,rulings-and-conditions-of-marriage,Rulings and Conditions of Marriage,أحكام وشروط النكاح
1123,191,women-unlawful-to-marry,Women Unlawful to Marry,المحرمات في النكاح
1124,191,conditions-of-marriage,Conditions of Marriage,الشروط في النكاح
1125,191,marrying-the-disbelievers,Marrying the Disbelievers,نكاح الكفار
1126,191,forbidden-marriages,Forbidden Marriages,الأنكحة المحرمة
1127,191,dowry,Dowry,الصداق
1128,191,wedding-banquet,Wedding Banquet,وليمة العرس
1129,191,marital-relations,Marital Relations,العشرة بين الزوجين
1130,192,words-of-divorce,Words of Divorce,ألفاظ الطلاق
1131,192,sunnah-divorce-and-innovative-divorce,Sunnah Divorce and Innovative Divorce,الطلاق السني والطلاق البدعي
1132,192,revocable-and-irrevocable-divorce,Revocable and Irrevocable Divorce,الطلاق الرجعي والبائن
1133,192,rulings-and-issues-of-divorce,Rulings and Issues of Divorce,أحكام ومسائل الطلاق
1134,198,rulings-of-the-waiting-period,Rulings of the Waiting Period,أحكام العدة
1135,198,the-divorced-womans-waiting-period,The Divorced Woman's Waiting Period,عدة المطلقة
1136,198,waiting-period-of-the-lost-husbands-wife,Waiting Period of the Lost Husband's Wife,عدة المفقود زوجها
1137,198,ascertaining-non-pregnancy,Ascertaining Non-Pregnancy,الاستبراء
1138,199,ruling-of-breastfeeding,Ruling of Breastfeeding,حكم الرضاع
1139,199,conditions-of-breastfeeding,Conditions of Breastfeeding,شروط الرضاع
1140,199,consequences-of-breastfeeding,Consequences of Breastfeeding,آثار الرضاع
1141,205,intermixing,Intermixing,الاختلاط
1142,205,polygamy,Polygamy,تعدد الزوجات
1143,205,men-women-relationships,Men-Women Relationships,العلاقة بين الرجل والمرأة
1144,206,naming-the-newborn,Naming the Newborn,تسمية المولود وتكنيته
1145,206,sacrificing-for-the-newborn,Sacrificing for the Newborn,العقيقة
1146,206,providing-for-children,Providing for Children,النفقة على الأولاد
1147,206,raising-children,Raising Children,تربية الأولاد
1148,211,rulings-of-ruqyah-protective-and-healing-supplications,Rulings of Ruqyah (protective and healing supplications),أحكام الرقية
1149,270,merit-and-significance-of-knowledge,Merit and Significance of Knowledge,فضل العلم وأهميته
1150,276,merits-of-the-rightly-guided-caliphs,Merits of the Rightly Guided Caliphs,فضائل الخلفاء الراشدين رضي الله عنهم
1151,287,forbidden-utterances-and-tongue-evils,Forbidden Utterances and Tongue Evils,المناهي اللفظية وآفات اللسان
1152,406,physical-attributes,Physical Attributes,الصفات الخَلْقية
1153,406,prophets-dress-code,Prophet's Dress Code,لباسه صلى الله عليه وسلم
1154,406,prophets-furniture;-stuff;-and-arms,Prophet's Furniture; Stuff; and Arms,أثاثه ومتاعه وسلاحه صلى الله عليه وسلم
1155,406,prophets-food-and-drink,Prophet's Food and Drink,طعامه وشرابه صلى الله عليه وسلم
1156,406,prophets-travel,Prophet's Travel,سفره صلى الله عليه وسلم
1157,406,moral-attributes,Moral Attributes,الصفات الخُلُقية
1158,406,prophets-guidance,Prophet's Guidance,الهدي النبوي
1159,646,prophets-generosity,Prophet's Generosity,كرمه صلى الله عليه وسلم
1160,646,prophets-modesty,Prophet's Modesty,حياؤه صلى الله عليه وسلم
1161,646,prophets-humility,Prophet's Humility,تواضعه صلى الله عليه وسلم
1162,646,prophets-courage,Prophet's Courage,شجاعته صلى الله عليه وسلم
1163,646,prophets-gentleness,Prophet's Gentleness,رفقه صلى الله عليه وسلم
1164,646,prophets-forgiveness,Prophet's Forgiveness,عفوه صلى الله عليه وسلم
1165,646,prophets-mercy,Prophet's Mercy,رحمته صلى الله عليه وسلم
1166,646,prophets-speech,Prophet's Speech,كلامه صلى الله عليه وسلم
1167,646,prophets-laughing,Prophet's Laughing,ضحكه صلى الله عليه وسلم
1168,646,prophets-crying,Prophet's Crying,بكاؤه صلى الله عليه وسلم
1169,646,prophets-compassion,Prophet's Compassion,شفقته صلى الله عليه وسلم
1170,646,prophets-asceticism,Prophet's Asceticism,زهده صلى الله عليه وسلم
1171,646,prophets-justice,Prophet's Justice,عدله صلى الله عليه وسلم
1172,646,prophets-forbearance,Prophet's Forbearance,حلمه صلى الله عليه وسلم
1173,647,prophets-guidance-on-public-speaking,Prophet's Guidance on Public Speaking,هديه صلى الله عليه وسلم في خطبه
1174,647,prophets-guidance-on-purification,Prophet's Guidance on Purification,هديه صلى الله عليه وسلم في التطهر
1175,647,prophets-guidance-on-prayer,Prophet's Guidance on Prayer,هديه صلى الله عليه وسلم في الصلاة
1176,647,prophets-guidance-on-fasting,Prophet's Guidance on Fasting,هديه صلى الله عليه وسلم في الصوم
1177,647,prophets-guidance-on-funerals,Prophet's Guidance on Funerals,هديه صلى الله عليه وسلم في الجنائز
1178,647,prophets-guidance-on-marriage-and-treating-ones-wife,Prophet's Guidance on Marriage and Treating One's Wife,هديه صلى الله عليه وسلم في النكاح ومعاشرته أهله
1179,409,the-battle-of-yamaamah,The Battle of Yamaamah,معركة اليمامة
1180,415,rulings-and-manners-of-eid,Rulings and Manners of Eid,أحكام وآداب العيد
1181,134,the-rulings-of-mosques,The rulings of mosques,أحكام المساجد
1182,137,ramadan,Ramadan,رمضان
1183,133,wiping-over-leather-socks-and-the-like,Wiping Over Leather Socks and the like,المسح على الخفين ونحوهما
1184,367,prophetic-characteristics,Prophetic characteristics,الخصائص النبوية
1185,10,interpretation-of-verses,Interpretation of verses,تفسير الآيات
1186,,the-noble-quran-and-quranic-sciences,The Noble Qur'an and Qur'anic Sciences,القرآن الكريم وعلومه
1187,,the-hadith-and-hadith-sciences,The Hadith and Hadith Sciences,الحديث وعلومه
1188,,the-creed,The Creed,العقيدة
1189,,jurisprudence-and-juristic-principles,Jurisprudence and Juristic Principles,الفقه وأصوله
1190,,virtues-and-manners,Virtues and Manners,الفضائل والآداب
1191,,da‘wah-and-hisbah,Da‘wah and Hisbah,الدعوة والحسبة
1192,,seerah-and-history,Seerah and History,السيرة والتاريخ
1193,1,revelation-and-collection-of-the-quran,Revelation and Collection of the Qur'an,نزول القرآن وجمعه
1194,1,modes-of-quranic-recitation-and-tajweed,Modes of Qur'anic Recitation and Tajweed,القراءات والتجويد
1195,1,quranic-exegesis,Qur'anic Exegesis,تفسير القرآن
1196,1,general-quranic-topics,General Qur'anic Topics,مباحث قرآنية عامة
1197,1,excellence-of-the-quran,Excellence of the Qur'an,فضائل القرآن
1198,8,occasions-of-revelation,Occasions of Revelation,أسباب النزول
1199,8,abrogating-and-abrogated-verses,Abrogating and Abrogated Verses,الناسخ والمنسوخ
1200,8,collecting-the-quran,Collecting the Qur'an,جمع القرآن
1201,9,seven-modes-of-the-quranic-revelation,Seven Modes of the Qur'anic Revelation,الأحرف السبعة
1202,9,science-of-tajweed,Science of Tajweed,علم التجويد
1203,9,stops-and-starts,Stops and Starts,الوقف والابتداء
1204,10,rules-and-principles-of-exegesis,Rules and Principles of Exegesis,أصول التفسير وقواعده
1205,11,rulings-of-the-quran-and-codices,Rulings of the Qur'an and Codices,أحكام القرآن والمصاحف
1206,11,manners-of-reading-and-memorizing-the-quran,Manners of Reading and Memorizing the Qur'an,آداب قراءة القرآن وحملته
1207,11,refuting-allegations-against-the-quran,Refuting Allegations against the Qur'an,رد الشبهات حول القرآن
1208,11,inference-from-the-quran,Inference from the Qur'an,الاستنباط من القرآن
1209,12,merit-of-taking-care-of-the-quran,Merit of Taking Care of the Qur'an,فضل العناية بالقرآن
1210,12,virtues-of-surahs-and-verses,Virtues of Surahs and Verses,فضائل السور والآيات
1211,2,general-sunnah-topics,General Sunnah Topics,مباحث عامة في السنة
1212,44,significance-and-status-of-the-sunnah,Significance and Status of the Sunnah,أهمية السنة ومكانتها
1213,44,writing-the-sunnah,Writing the Sunnah,تدوين السنة النبوية
1214,3,belief-in-allah-the-mighty-and-majestic,Belief in Allah the Mighty and Majestic,الإيمان بالله عز وجل
1215,3,belief-in-the-angels,Belief in the Angels,الإيمان بالملائكة
1216,3,belief-in-the-revealed-books,Belief in the Revealed Books,الإيمان بالكتب
1217,3,belief-in-the-messengers,Belief in the Messengers,الإيمان بالرسل
1218,3,belief-in-the-last-day,Belief in the Last Day,الإيمان باليوم الآخر
1219,3,belief-in-the-divine-decree-and-fate,Belief in the Divine Decree and Fate,الإيمان بالقضاء والقدر
1220,3,names-and-rulings,Names and Rulings,الأسماء والأحكام
1221,3,the-companions,The Companions,الصحابة
1222,3,the-prophets-family,The Prophet's Family,آل البيت
1223,3,allegiance-and-dissociation,Allegiance and Dissociation,الولاء والبراء
1224,3,people-of-the-sunnah-and-the-community,People of the Sunnah and the Community,أهل السنة والجماعة
1225,3,sects-and-schools,Sects and Schools,الفرق والمذاهب
1226,59,oneness-of-allahs-lordship,Oneness of Allah's Lordship,توحيد الربوبية
1227,59,oneness-of-allahs-worship,Oneness of Allah's Worship,توحيد الألوهية
1228,59,oneness-of-allahs-names-and-attributes,Oneness of Allah's Names and Attributes,توحيد الأسماء والصفات
1229,60,the-angels,The Angels,الملائكة
1230,60,the-jinn,The Jinn,الجن
1231,61,pre-islamic-scriptures,Pre-Islamic Scriptures,الكتب السابقة
1232,61,the-quran,The Qur'an,القرآن
1233,62,prophethood,Prophethood,النبوة
1234,62,pre-islamic-prophets-and-messengers;-peace-be-upon-them,Pre-Islamic Prophets and Messengers; peace be upon them,الأنبياء والرسل السابقين عليهم السلام
1235,62,our-prophet-muhammad;-may-allahs-peace-and-blessings-be-upon-him,Our Prophet Muhammad; may Allah's peace and blessings be upon him,نبينا محمد صلى الله عليه وسلم
1236,62,miracles-of-the-pious-allies-of-allah,Miracles of the Pious Allies of Allah,كرامات الأولياء
1237,63,the-barzakh-life-after-death-period,The Barzakh Life (After death Period),الحياة البرزخية
1238,63,portents-of-the-hour,Portents of the Hour,أشراط الساعة
1239,63,the-hereafter-life,The Hereafter Life,الحياة الآخرة
1240,64,levels-of-divine-decree-and-fate,Levels of Divine Decree and Fate,مراتب القضاء والقدر
1241,64,issues-of-divine-decree-and-fate,Issues of Divine Decree and Fate,مسائل القضاء والقدر
1242,65,islam,Islam,الإسلام
1243,65,nullifiers-of-islam,Nullifiers of Islam,نواقض الإسلام
1244,65,issues-of-pre-islamic-era,Issues of Pre-Islamic Era,مسائل الجاهلية
1245,65,increase-and-decrease-of-faith,Increase and Decrease of Faith,زيادة الإيمان ونقصانه
1246,65,branches-of-faith,Branches of Faith,شعب الإيمان
1247,65,disbelief,Disbelief,الكفر
1248,65,polytheism,Polytheism,الشرك
1249,65,hypocrisy,Hypocrisy,النفاق
1250,65,immorality,Immorality,الفسق
1251,65,religious-innovation,Religious Innovation,البدعة
1252,66,merit-of-the-companions,Merit of the Companions,فضل الصحابة رضي الله عنهم
1253,66,belief-in-the-the-companions,Belief in the the Companions,الاعتقاد في الصحابة رضي الله عنهم
1254,66,degrees-of-the-companions,Degrees of the Companions,درجات الصحابة رضي الله عنهم
1255,67,merit-of-the-prophets-family,Merit of the Prophet's Family,فضل آل البيت
1256,67,merit-of-the-mothers-of-the-believers,Merit of the Mothers of the Believers,فضل أمهات المؤمنين
1257,67,belief-in-the-prophets-family,Belief in the Prophet's Family,الاعتقاد في آل البيت
1258,67,rights-of-the-prophets-family,Rights of the Prophet's Family,حقوق آل البيت
1259,68,rulings-of-allegiance-and-dissociation,Rulings of Allegiance and Dissociation,أحكام الولاء والبراء
1260,68,forbidden-emulation,Forbidden Emulation,التشبه المنهي عنه
1261,68,emigration-and-its-rulings,Emigration and its Rulings,الهجرة وأحكامها
1262,68,desertion-and-its-conditions,Desertion and its Conditions,الهجر وشروطه
1263,69,characteristics-of-the-people-of-the-sunnah-and-the-community,Characteristics of the People of the Sunnah and the Community,خصائص أهل السنة والجماعة
1264,71,old-sects-and-schools,Old Sects and Schools,الفرق والمذاهب القديمة النشأة
1265,4,jurisprudence-of-acts-of-worship,Jurisprudence of Acts of Worship,فقه العبادات
